user_id,item_id,recommend,review,fecha_convertida,Unnamed: 0,publisher,genres,app_name,title,url,release_date,tags,reviews_url,discount_price,specs,price,early_access,id,metascore,developer,playtime_forever,sentiment
76561198067593136,1250.0,True,This game is great! provided pointless monster blasting is your thing :)You should play it!,2013-07-07,119997,Tripwire Interactive,['Action'],Killing Floor,Killing Floor,http://store.steampowered.com/app/1250/Killing_Floor/,2009-05-14,"['FPS', 'Zombies', 'Co-op', 'Survival', 'Action', 'Multiplayer', 'Horror', 'Online Co-Op', 'Shooter', 'Gore', 'Team-Based', 'First-Person', 'Moddable', 'Survival Horror', 'Great Soundtrack', 'Singleplayer', 'Class-Based', 'Difficult', 'Comedy', 'Adventure']",http://steamcommunity.com/app/1250/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor']",19.99,0.0,1250.0,72.0,Tripwire Interactive,3487,Positive
76561198070090079,1250.0,True,it alright,2014-11-24,119997,Tripwire Interactive,['Action'],Killing Floor,Killing Floor,http://store.steampowered.com/app/1250/Killing_Floor/,2009-05-14,"['FPS', 'Zombies', 'Co-op', 'Survival', 'Action', 'Multiplayer', 'Horror', 'Online Co-Op', 'Shooter', 'Gore', 'Team-Based', 'First-Person', 'Moddable', 'Survival Horror', 'Great Soundtrack', 'Singleplayer', 'Class-Based', 'Difficult', 'Comedy', 'Adventure']",http://steamcommunity.com/app/1250/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor']",19.99,0.0,1250.0,72.0,Tripwire Interactive,101,Neutral
76561198013296434,1250.0,True,One of the best Zombie horror survival games ive ever played!,2015-03-08,119997,Tripwire Interactive,['Action'],Killing Floor,Killing Floor,http://store.steampowered.com/app/1250/Killing_Floor/,2009-05-14,"['FPS', 'Zombies', 'Co-op', 'Survival', 'Action', 'Multiplayer', 'Horror', 'Online Co-Op', 'Shooter', 'Gore', 'Team-Based', 'First-Person', 'Moddable', 'Survival Horror', 'Great Soundtrack', 'Singleplayer', 'Class-Based', 'Difficult', 'Comedy', 'Adventure']",http://steamcommunity.com/app/1250/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor']",19.99,0.0,1250.0,72.0,Tripwire Interactive,9141,Positive
naaaaaaz,1250.0,True,Heaps of fun.,2014-07-17,119997,Tripwire Interactive,['Action'],Killing Floor,Killing Floor,http://store.steampowered.com/app/1250/Killing_Floor/,2009-05-14,"['FPS', 'Zombies', 'Co-op', 'Survival', 'Action', 'Multiplayer', 'Horror', 'Online Co-Op', 'Shooter', 'Gore', 'Team-Based', 'First-Person', 'Moddable', 'Survival Horror', 'Great Soundtrack', 'Singleplayer', 'Class-Based', 'Difficult', 'Comedy', 'Adventure']",http://steamcommunity.com/app/1250/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor']",19.99,0.0,1250.0,72.0,Tripwire Interactive,312,Positive
tdgodly,1250.0,True,I have played this for 16 hours and still enjoyed every single bit of this 6 Player co-op shooter.,2013-11-26,119997,Tripwire Interactive,['Action'],Killing Floor,Killing Floor,http://store.steampowered.com/app/1250/Killing_Floor/,2009-05-14,"['FPS', 'Zombies', 'Co-op', 'Survival', 'Action', 'Multiplayer', 'Horror', 'Online Co-Op', 'Shooter', 'Gore', 'Team-Based', 'First-Person', 'Moddable', 'Survival Horror', 'Great Soundtrack', 'Singleplayer', 'Class-Based', 'Difficult', 'Comedy', 'Adventure']",http://steamcommunity.com/app/1250/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor']",19.99,0.0,1250.0,72.0,Tripwire Interactive,0,Positive
piguzhu,1250.0,True,This game is a very interestaing and ususeraly never the less it is AWSOME!!!!!,2013-07-21,119997,Tripwire Interactive,['Action'],Killing Floor,Killing Floor,http://store.steampowered.com/app/1250/Killing_Floor/,2009-05-14,"['FPS', 'Zombies', 'Co-op', 'Survival', 'Action', 'Multiplayer', 'Horror', 'Online Co-Op', 'Shooter', 'Gore', 'Team-Based', 'First-Person', 'Moddable', 'Survival Horror', 'Great Soundtrack', 'Singleplayer', 'Class-Based', 'Difficult', 'Comedy', 'Adventure']",http://steamcommunity.com/app/1250/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor']",19.99,0.0,1250.0,72.0,Tripwire Interactive,4,Negative
zerak_kyria,1250.0,True,only 2 thing to say its great the classes are â¥â¥â¥â¥ as hard to level if you reach lvl 3 or so,2014-06-24,119997,Tripwire Interactive,['Action'],Killing Floor,Killing Floor,http://store.steampowered.com/app/1250/Killing_Floor/,2009-05-14,"['FPS', 'Zombies', 'Co-op', 'Survival', 'Action', 'Multiplayer', 'Horror', 'Online Co-Op', 'Shooter', 'Gore', 'Team-Based', 'First-Person', 'Moddable', 'Survival Horror', 'Great Soundtrack', 'Singleplayer', 'Class-Based', 'Difficult', 'Comedy', 'Adventure']",http://steamcommunity.com/app/1250/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor']",19.99,0.0,1250.0,72.0,Tripwire Interactive,0,Positive
76561198062537635,1250.0,True,"I can't wait for Killing Floor 2! I just love this game... Guns, zombies, explosion, and GORE!",2014-12-12,119997,Tripwire Interactive,['Action'],Killing Floor,Killing Floor,http://store.steampowered.com/app/1250/Killing_Floor/,2009-05-14,"['FPS', 'Zombies', 'Co-op', 'Survival', 'Action', 'Multiplayer', 'Horror', 'Online Co-Op', 'Shooter', 'Gore', 'Team-Based', 'First-Person', 'Moddable', 'Survival Horror', 'Great Soundtrack', 'Singleplayer', 'Class-Based', 'Difficult', 'Comedy', 'Adventure']",http://steamcommunity.com/app/1250/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor']",19.99,0.0,1250.0,72.0,Tripwire Interactive,160,Neutral
76561198066170298,1250.0,True,good game get it,2014-12-01,119997,Tripwire Interactive,['Action'],Killing Floor,Killing Floor,http://store.steampowered.com/app/1250/Killing_Floor/,2009-05-14,"['FPS', 'Zombies', 'Co-op', 'Survival', 'Action', 'Multiplayer', 'Horror', 'Online Co-Op', 'Shooter', 'Gore', 'Team-Based', 'First-Person', 'Moddable', 'Survival Horror', 'Great Soundtrack', 'Singleplayer', 'Class-Based', 'Difficult', 'Comedy', 'Adventure']",http://steamcommunity.com/app/1250/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor']",19.99,0.0,1250.0,72.0,Tripwire Interactive,2477,Positive
a4nic8er,1250.0,True,"Really fun, lots of killing and â¥â¥â¥â¥, but after a while can get very repetitive",2012-12-30,119997,Tripwire Interactive,['Action'],Killing Floor,Killing Floor,http://store.steampowered.com/app/1250/Killing_Floor/,2009-05-14,"['FPS', 'Zombies', 'Co-op', 'Survival', 'Action', 'Multiplayer', 'Horror', 'Online Co-Op', 'Shooter', 'Gore', 'Team-Based', 'First-Person', 'Moddable', 'Survival Horror', 'Great Soundtrack', 'Singleplayer', 'Class-Based', 'Difficult', 'Comedy', 'Adventure']",http://steamcommunity.com/app/1250/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor']",19.99,0.0,1250.0,72.0,Tripwire Interactive,41,Negative
marko101,1250.0,True,YES I RECCODMEEENDD THIS â¥â¥â¥â¥â¥ GAME,2013-12-13,119997,Tripwire Interactive,['Action'],Killing Floor,Killing Floor,http://store.steampowered.com/app/1250/Killing_Floor/,2009-05-14,"['FPS', 'Zombies', 'Co-op', 'Survival', 'Action', 'Multiplayer', 'Horror', 'Online Co-Op', 'Shooter', 'Gore', 'Team-Based', 'First-Person', 'Moddable', 'Survival Horror', 'Great Soundtrack', 'Singleplayer', 'Class-Based', 'Difficult', 'Comedy', 'Adventure']",http://steamcommunity.com/app/1250/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor']",19.99,0.0,1250.0,72.0,Tripwire Interactive,593,Negative
76561198059318725,1250.0,True,wow  killihg Floor  I like,2014-08-19,119997,Tripwire Interactive,['Action'],Killing Floor,Killing Floor,http://store.steampowered.com/app/1250/Killing_Floor/,2009-05-14,"['FPS', 'Zombies', 'Co-op', 'Survival', 'Action', 'Multiplayer', 'Horror', 'Online Co-Op', 'Shooter', 'Gore', 'Team-Based', 'First-Person', 'Moddable', 'Survival Horror', 'Great Soundtrack', 'Singleplayer', 'Class-Based', 'Difficult', 'Comedy', 'Adventure']",http://steamcommunity.com/app/1250/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor']",19.99,0.0,1250.0,72.0,Tripwire Interactive,978,Positive
76561198025912095,1250.0,True,a great co-op wave based survival game very fun when playing with friends a great variety of weapons to choose from whether it'd be blowing up crap or having a nice clean slice on something or if your a pyromaniac then burning things in this will be a blast for you with 7different perks to choose from and up to 6players to play with at once.,2014-01-30,119997,Tripwire Interactive,['Action'],Killing Floor,Killing Floor,http://store.steampowered.com/app/1250/Killing_Floor/,2009-05-14,"['FPS', 'Zombies', 'Co-op', 'Survival', 'Action', 'Multiplayer', 'Horror', 'Online Co-Op', 'Shooter', 'Gore', 'Team-Based', 'First-Person', 'Moddable', 'Survival Horror', 'Great Soundtrack', 'Singleplayer', 'Class-Based', 'Difficult', 'Comedy', 'Adventure']",http://steamcommunity.com/app/1250/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor']",19.99,0.0,1250.0,72.0,Tripwire Interactive,34,Positive
76561198070943489,1250.0,True,Welcome to Crash Simulator 2009-2014and Also For Someone Who Wants to knowYou Dont ACTUALLY KILL FLOORSOr the FLoor Trying To Kill You,2014-11-10,119997,Tripwire Interactive,['Action'],Killing Floor,Killing Floor,http://store.steampowered.com/app/1250/Killing_Floor/,2009-05-14,"['FPS', 'Zombies', 'Co-op', 'Survival', 'Action', 'Multiplayer', 'Horror', 'Online Co-Op', 'Shooter', 'Gore', 'Team-Based', 'First-Person', 'Moddable', 'Survival Horror', 'Great Soundtrack', 'Singleplayer', 'Class-Based', 'Difficult', 'Comedy', 'Adventure']",http://steamcommunity.com/app/1250/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor']",19.99,0.0,1250.0,72.0,Tripwire Interactive,5,Positive
michaelbruce,1250.0,True,A typical horde simulator until the patriarch shows.Then a massacre even worse than the 2014 Brazil World Cup begins.,2013-09-09,119997,Tripwire Interactive,['Action'],Killing Floor,Killing Floor,http://store.steampowered.com/app/1250/Killing_Floor/,2009-05-14,"['FPS', 'Zombies', 'Co-op', 'Survival', 'Action', 'Multiplayer', 'Horror', 'Online Co-Op', 'Shooter', 'Gore', 'Team-Based', 'First-Person', 'Moddable', 'Survival Horror', 'Great Soundtrack', 'Singleplayer', 'Class-Based', 'Difficult', 'Comedy', 'Adventure']",http://steamcommunity.com/app/1250/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor']",19.99,0.0,1250.0,72.0,Tripwire Interactive,21084,Negative
hardtostopme,1250.0,True,"Otimo jogo com o foco em mutantes, e otima jogabilidade",2015-12-19,119997,Tripwire Interactive,['Action'],Killing Floor,Killing Floor,http://store.steampowered.com/app/1250/Killing_Floor/,2009-05-14,"['FPS', 'Zombies', 'Co-op', 'Survival', 'Action', 'Multiplayer', 'Horror', 'Online Co-Op', 'Shooter', 'Gore', 'Team-Based', 'First-Person', 'Moddable', 'Survival Horror', 'Great Soundtrack', 'Singleplayer', 'Class-Based', 'Difficult', 'Comedy', 'Adventure']",http://steamcommunity.com/app/1250/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor']",19.99,0.0,1250.0,72.0,Tripwire Interactive,0,Neutral
76561198070700359,1250.0,True,beast game to play with friends,2014-02-21,119997,Tripwire Interactive,['Action'],Killing Floor,Killing Floor,http://store.steampowered.com/app/1250/Killing_Floor/,2009-05-14,"['FPS', 'Zombies', 'Co-op', 'Survival', 'Action', 'Multiplayer', 'Horror', 'Online Co-Op', 'Shooter', 'Gore', 'Team-Based', 'First-Person', 'Moddable', 'Survival Horror', 'Great Soundtrack', 'Singleplayer', 'Class-Based', 'Difficult', 'Comedy', 'Adventure']",http://steamcommunity.com/app/1250/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor']",19.99,0.0,1250.0,72.0,Tripwire Interactive,1136,Negative
76561198066985093,1250.0,True,aaaanimal,2013-06-19,119997,Tripwire Interactive,['Action'],Killing Floor,Killing Floor,http://store.steampowered.com/app/1250/Killing_Floor/,2009-05-14,"['FPS', 'Zombies', 'Co-op', 'Survival', 'Action', 'Multiplayer', 'Horror', 'Online Co-Op', 'Shooter', 'Gore', 'Team-Based', 'First-Person', 'Moddable', 'Survival Horror', 'Great Soundtrack', 'Singleplayer', 'Class-Based', 'Difficult', 'Comedy', 'Adventure']",http://steamcommunity.com/app/1250/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor']",19.99,0.0,1250.0,72.0,Tripwire Interactive,0,Neutral
happyturtleleader,1250.0,True,This is a really great game. I recomend it to most gamers!,2014-08-04,119997,Tripwire Interactive,['Action'],Killing Floor,Killing Floor,http://store.steampowered.com/app/1250/Killing_Floor/,2009-05-14,"['FPS', 'Zombies', 'Co-op', 'Survival', 'Action', 'Multiplayer', 'Horror', 'Online Co-Op', 'Shooter', 'Gore', 'Team-Based', 'First-Person', 'Moddable', 'Survival Horror', 'Great Soundtrack', 'Singleplayer', 'Class-Based', 'Difficult', 'Comedy', 'Adventure']",http://steamcommunity.com/app/1250/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor']",19.99,0.0,1250.0,72.0,Tripwire Interactive,974,Positive
helldog22,1250.0,True,â¥â¥â¥ dis game cod of dooty iz way betr than kiln flour becuz cod of dooty iz way mor relistic dan kiln flur,2014-07-08,119997,Tripwire Interactive,['Action'],Killing Floor,Killing Floor,http://store.steampowered.com/app/1250/Killing_Floor/,2009-05-14,"['FPS', 'Zombies', 'Co-op', 'Survival', 'Action', 'Multiplayer', 'Horror', 'Online Co-Op', 'Shooter', 'Gore', 'Team-Based', 'First-Person', 'Moddable', 'Survival Horror', 'Great Soundtrack', 'Singleplayer', 'Class-Based', 'Difficult', 'Comedy', 'Adventure']",http://steamcommunity.com/app/1250/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor']",19.99,0.0,1250.0,72.0,Tripwire Interactive,1162,Negative
